症狀,推薦穴位,來源,頁碼
坐骨神經痛,靈骨、大白（加牽引針：束骨或足臨泣）,董氏奇穴原理結構,
坐骨神經痛,靈骨、大白，合谷,董氏奇穴原理結構,
坐骨神經痛,靈骨、大白針刺，委中刺血加強牽引,董氏奇穴原理結構,
坐骨神經痛,束骨、足臨泣、靈骨、大白（牽引針法）,董氏奇穴原理結構,
坐骨神經痛,委中,董氏奇穴原理結構,
坐骨神經痛,靈骨、大白兩穴,董氏奇穴原理結構,
坐骨神經痛,靈骨、大白,董氏奇穴原理結構,
"坐骨神經痛, 鼠蹊痛, 腳跟痛",靈骨穴刺入寸半至兩寸,董氏奇穴原理結構,
坐骨神經痛、肩痛、背痛、頭痛、腰痠,腎關,董氏奇穴原理結構,
坐骨神經痛、腰痛、項強、下肢風溼痛、壽瘡,委中,董氏奇穴原理結構,
坐骨神經痛、腹痛、小腿發脹、腳痛、腳麻,"手五金穴, 手千金穴",董氏奇穴原理結構,
壽瘡,委中點刺出血,董氏奇穴原理結構,
壽瘡,其門、其正、其角,董氏奇穴原理結構,
外感症,滎穴，如三焦經的液門穴、手太陰肺經的魚際穴,董氏奇穴原理結構,
外感胃病,大拇指掌連線處附近,董氏奇穴原理結構,
外邪侵襲、痺阻經脈、跌打損傷、瘀血壅滯之症,滎輸穴出血,董氏奇穴原理結構,
多尿,腎關,董氏奇穴原理結構,
多血癥,四花上、下三皇、血海、膈俞、內關,董氏奇穴原理結構,
夜盲,夜盲穴,董氏奇穴原理結構,
大便脫肛,溫溜（其正、其角夾之）,董氏奇穴原理結構,
大拇指及食指間赤白肉際肌肉陷下或皺紋多,視力差，眼疾,董氏奇穴原理結構,
大指指掌連線處附近,外感胃病,董氏奇穴原理結構,
大汗瀉者，津脫也,三里、氣街以三樓針出血；若汗不止者，於三裡穴下三寸上廉穴出血,董氏奇穴原理結構,
大煩熱不止，晝夜無力,十指間出血,董氏奇穴原理結構,
大腸病變,董氏奇穴靈骨、大白,董氏奇穴原理結構,
大腿內側痛（含腹股溝）,穴名,董氏奇穴原理結構,
大腿痛,金林穴,董氏奇穴原理結構,
大腿部的疼痛,健側的三叉三穴,董氏奇穴原理結構,
大魚際部位反應胃腸排便問題，顏色偏紅,胃中熱，易有便秘,董氏奇穴原理結構,
太陽穴偏頭痛,門金力,董氏奇穴原理結構,
太陽穴偏頭痛,門金穴,董氏奇穴原理結構,
失眠,通關穴、通山穴、通天穴,董氏奇穴原理結構,
失眠、癢症、心臟病及膽囊炎,九里（風市）,董氏奇穴原理結構,
頭暈,靈骨穴,董氏奇穴原理結構,
頭暈,通關穴、通山穴、通天穴,董氏奇穴原理結構,
"頭暈, 腰痛, 脊椎痛, 耳鳴, 胸部打傷",靈骨穴刺入一寸至寸半,董氏奇穴原理結構,
頭暈目眩、失眠,開四關（合谷與太沖）,董氏奇穴原理結構,
頭暈眼昏,中間穴,董氏奇穴原理結構,
頭暈眼昏,中間穴,董氏奇穴原理結構,
頭痛,靈骨、大白,董氏奇穴原理結構,
頭痛,頭部諸穴,董氏奇穴原理結構,
頭痛,中渚,董氏奇穴原理結構,
頭痛,大白穴，配中白或叉三穴；側三里、側下三里，並針腎關留針四十五分鐘；靈骨；五嶺點刺；太陽穴刺血,董氏奇穴原理結構,
頭痛,大白穴及三叉三穴,董氏奇穴原理結構,
頭痛、眩暈、失眠,針刺太沖，斜刺60°直透湧泉穴,董氏奇穴原理結構,
"頭面各病, 頭頂痛及後頭痛",叉三與大白,董氏奇穴原理結構,
頭面病痛,火菊,董氏奇穴原理結構,
頭頂病變,井穴旁的董氏奇穴之火膝六,董氏奇穴原理結構,
頭頂痛,"湧泉, 百會",董氏奇穴原理結構,
頭頂痛,上星、百會,董氏奇穴原理結構,
頭項,列缺穴,董氏奇穴原理結構,
好思慮，胃疾、消化不良等症,,董氏奇穴原理結構,
婦女白帶，慢性發炎,虎口色青或紫,董氏奇穴原理結構,
婦女經痛帶下、月經不調,太溪,董氏奇穴原理結構,
婦科病,三江穴,董氏奇穴原理結構,
婦科病（衝任失調）,水相、水仙、水晶等,董氏奇穴原理結構,
婦科病，發炎、寒、血虛,手腕內側紅筋或青筋,董氏奇穴原理結構,
婦科病：經前期綜合徵、乳腺增生、月經不調、子宮肌瘤等,疏肝理氣,董氏奇穴原理結構,
婦人生殖器病,制汙穴,董氏奇穴原理結構,
子宮下垂,四花上、人皇、正會,董氏奇穴原理結構,
"子宮出血,月經異常等與血有關之病",人皇（三陰交）穴,董氏奇穴原理結構,
子宮炎,三江,董氏奇穴原理結構,
子宮炎、子宮瘤、骨骼脹大及強心,"火硬穴, 火主穴",董氏奇穴原理結構,
子宮病,婦科穴、重子穴、重仙穴,董氏奇穴原理結構,
子宮病,掌根,董氏奇穴原理結構,
子宮痛、子宮瘤、子宮炎、月經不調、赤白帶下、輸卵管不通、子宮不正、小便過多、陰門發腫,還巢穴,董氏奇穴原理結構,
子宮瘤,姐妹一穴,董氏奇穴原理結構,
子宮肌瘤,重子、重仙,董氏奇穴原理結構,
子宮病,制汙穴,董氏奇穴原理結構,
實證性的眼病、鼻病等，以及其他由血壓亢進而發生的各種病變,尺澤,董氏奇穴原理結構,
壽漏出血,陷谷,董氏奇穴原理結構,
壽瘡,委中,董氏奇穴原理結構,
壽瘡痛,溫溜（其正、其角夾之）,董氏奇穴原理結構,
小便不利,天皇（陰陵泉）、人皇（三陰交）,董氏奇穴原理結構,
小兒發高燒、嘔吐,總樞（七星）,董氏奇穴原理結構,
小兒夜哭,膽穴,董氏奇穴原理結構,
小兒驚癇風痺、腳氣、足蹠痛、足部冷感、足關節炎、足跟痛、風溼、口燥咽乾、耳痛、近視眼,太溪,董氏奇穴原理結構,
小兒驚風,十宣，七星，印堂,董氏奇穴原理結構,
小兒氣喘,大白,董氏奇穴原理結構,
小兒流口水,止涎穴,董氏奇穴原理結構,
小兒疳疾（多食而瘦）,四縫，肝俞、膈俞、胃俞、身柱,董氏奇穴原理結構,
小兒痘瘡,委中、曲澤，耳背,董氏奇穴原理結構,
小兒遺尿,下三皇、通腎、通胃、中白、下白等,董氏奇穴原理結構,
小兒重舌,少澤、少衝、隱白,董氏奇穴原理結構,
小兒驚風,湧泉,董氏奇穴原理結構,
小兒高燒、嘔吐等,總樞,董氏奇穴原理結構,
小兒麻痺,木鬥穴，木留穴,董氏奇穴原理結構,
小指下自後溪至腕骨線上之肌肉鬆弛無力,表示腎虛,董氏奇穴原理結構,
小腿發脹、小腿痛,金精至金枝穴,董氏奇穴原理結構,
小腿痛,肩外俞,董氏奇穴原理結構,
小腿痛,精枝穴,董氏奇穴原理結構,
小腿脹痛痠麻,手五金穴，手千金穴,董氏奇穴原理結構,
小腿部疼痛,腰、背部一帶刺血,董氏奇穴原理結構,
小腿痠痛及發脹、頭痛、腰背痛,次白穴,董氏奇穴原理結構,
少氣，登高易喘,,董氏奇穴原理結構,
尾椎痛,後會,董氏奇穴原理結構,
尾椎痛,貼骨進針,董氏奇穴原理結構,
尾椎痛,心門穴,董氏奇穴原理結構,
尿多尿澀,曲陵（尺澤）、列缺,董氏奇穴原理結構,
尿崩症,下三皇、通腎、通胃、中白、下白等,董氏奇穴原理結構,
尿意頻數,配腎關,董氏奇穴原理結構,
尿路結石,下三皇、通腎、通胃、中白、下白等,董氏奇穴原理結構,
尿道炎,五間穴,董氏奇穴原理結構,
尿道病及婦科陰道病,天宗、雲白、肩中等穴,董氏奇穴原理結構,
尿道結石,六快與馬快水配穴,董氏奇穴原理結構,
尿頻,太溪,董氏奇穴原理結構,
尿頻及多尿,列缺、陰陵泉,董氏奇穴原理結構,
區域性牽引痛,針水曲、門金或三叉三穴,董氏奇穴原理結構,
崩漏,大敦、隱白,董氏奇穴原理結構,
崩漏急症,敦,董氏奇穴原理結構,
左側坐骨神經痛,大白、靈骨，束骨或足臨泣作牽引針,董氏奇穴原理結構,
左肘痛,"右側曲後, 左側靈骨",董氏奇穴原理結構,
左肘痛,風市、合谷,董氏奇穴原理結構,
左肩痛,右腎關或右陽陵,董氏奇穴原理結構,
左肩陽明部位痛,條口穴，三間,董氏奇穴原理結構,
左肩陽明部位痛,條口、三間,董氏奇穴原理結構,
左腿坐骨神經痛,豐隆至陽陵泉一帶刺之出血,董氏奇穴原理結構,
左膝蓋痛,"右側內關, 左側太沖",董氏奇穴原理結構,
左膝蓋痛,內關、太衝,董氏奇穴原理結構,
帶狀皰疹,皰疹周圍；耳背,董氏奇穴原理結構,
乾霍亂,總樞，五嶺,董氏奇穴原理結構,
平降血壓,豐隆（四花外）、內庭,董氏奇穴原理結構,
廣如裂,,董氏奇穴原理結構,
彎腰不便,腕順一,董氏奇穴原理結構,
張口不靈,火主穴,董氏奇穴原理結構,
形狀特別明顯，顏色紫藍，常呈怒張狀態（青筋）,委中、尺澤及太陽等穴,董氏奇穴原理結構,
得過肝炎或有肝炎傾向,肝區肌肉發黃間雜白點,董氏奇穴原理結構,
得過肝炎，或有肝炎傾向，容易疲勞,,董氏奇穴原理結構,
心下滿,隱白配胃俞、天樞,董氏奇穴原理結構,
心下滿病,井穴,董氏奇穴原理結構,
心包絡（心口）痛,通關穴、通山穴、通天穴,董氏奇穴原理結構,
心口痛,三間穴,董氏奇穴原理結構,
心悸,中渚,董氏奇穴原理結構,
心悸,心門穴,董氏奇穴原理結構,
心悸、心臟病,伏兔,董氏奇穴原理結構,
心悸、胸悶,火串、火陵,董氏奇穴原理結構,
心悸及癢症,風市,董氏奇穴原理結構,
心悸及癢症,風市穴,董氏奇穴原理結構,
心驚悸,膽穴,董氏奇穴原理結構,
心痛,火包、尺澤,董氏奇穴原理結構,
心絞痛,郄門（配心俞、膻中）,董氏奇穴原理結構,
心肌炎,心門穴,董氏奇穴原理結構,
心肺有熱,印堂,董氏奇穴原理結構,
心肺痛,魚際與太淵,董氏奇穴原理結構,
心胸疼痛,太溪,董氏奇穴原理結構,
心臟性疾患、手足冰冷、喘息並作時,太溪,董氏奇穴原理結構,
心臟擴大，心臟較弱,,董氏奇穴原理結構,
心臟炎、心跳胸悶、嘔吐、肝霍亂,心門穴,董氏奇穴原理結構,
心臟疾病及氣喘,足三里（四花上穴）地部約二寸，深刺久留,董氏奇穴原理結構,
心臟疾病及氣喘,足三里深刺二寸,董氏奇穴原理結構,
心臟病,足三里,董氏奇穴原理結構,
心臟病,足三里、四花上,董氏奇穴原理結構,
心臟病,通關穴、通山穴、通天穴,董氏奇穴原理結構,
心臟病,四花上（足三里）、四花中（條口）,董氏奇穴原理結構,
心臟病,心門穴,董氏奇穴原理結構,
心臟病,心常穴,董氏奇穴原理結構,
心臟病、心臟性風溼病，也能治膝蓋痛，下肢浮腫,通關、通山、通天,董氏奇穴原理結構,
心臟病變,尺澤,董氏奇穴原理結構,
心臟病變及肩痺痛（五十肩）,尺澤,董氏奇穴原理結構,
心臟病引起的頭暈頭痛,通關穴、通山穴、通天穴,董氏奇穴原理結構,
心臟病所引起之頭暈頭痛、肩痛、臂痛、失眠等病變,天皇穴,董氏奇穴原理結構,
心臟病擴大,五嶺穴（上焦部分）,董氏奇穴原理結構,
心臟血管硬化,四花中、副,董氏奇穴原理結構,
心臟衰弱,後心,董氏奇穴原理結構,
心臟問題,伏兔穴,董氏奇穴原理結構,
心臟麻痺,十二井穴、十宣,董氏奇穴原理結構,
心臟麻痺,四花中、副、十二井穴,董氏奇穴原理結構,
心脾兩虛,四花上、下三皇、血海、膈俞、內關,董氏奇穴原理結構,
心脾兩虛、貧血、白細胞減少症等,四花上（足三里）、下三皇、血海、膈俞、內關,董氏奇穴原理結構,
心腹胸脅之滿,陰陵泉,董氏奇穴原理結構,
心虛或有膝蓋及小腿痛,,董氏奇穴原理結構,
心血管病：冠心病、神經衰弱、高脂血症、頸動脈綜合徵,疏肝理氣,董氏奇穴原理結構,
心跳、頭暈、眼昏、高血壓,"火連穴, 火菊穴",董氏奇穴原理結構,
心跳劇烈,四花中、副,董氏奇穴原理結構,
心門強心時單用,E項,董氏奇穴原理結構,
思慮過度影響消化或飲食不節易患胃疾,胃區（掌心區）,董氏奇穴原理結構,
急性扁桃體炎,中渚,董氏奇穴原理結構,
急性炎症,三稜針刺血,董氏奇穴原理結構,
急性炎症,十二井穴,董氏奇穴原理結構,
急性肝炎,四花上、火主、天皇、陽陵泉、門金,董氏奇穴原理結構,
急性腸炎,四花中副，三江,董氏奇穴原理結構,
急性腸胃炎,氣海、中脘、四花上、大椎、脾俞,董氏奇穴原理結構,
急性腸胃炎,四花上（足三里）、四花中（條口）,董氏奇穴原理結構,
急性腸胃炎,四花中、副、外,董氏奇穴原理結構,
急性腸胃炎（上吐下瀉）,四花中、副、外，曲澤、委中,董氏奇穴原理結構,
急性肺炎,大白、肺俞、風門,董氏奇穴原理結構,
急性胃炎之吐瀉、腹痛,尺澤,董氏奇穴原理結構,
急性胃痛,四花中、副，曲澤、委中，五嶺之中焦部分（胃俞及上下）,董氏奇穴原理結構,
急性腰扭傷,支溝，嚴重者配合火罐及委中放血。,董氏奇穴原理結構,
急性腹瀉,右側腸門穴,董氏奇穴原理結構,
急性腹瀉,右側腸門穴,董氏奇穴原理結構,
急性腹痛,曲澤、委中,董氏奇穴原理結構,
急慢性腰痛、起坐性腰痛,中渚,董氏奇穴原理結構,
急救中暑,十二井,董氏奇穴原理結構,
急症及熱症,井穴,董氏奇穴原理結構,
息賁及伏梁,,董氏奇穴原理結構,
噁心、嘔吐、落枕、脅痛、腰痛、心跳加快及各種過敏引起的瘙癢症,三叉三穴,董氏奇穴原理結構,
惡瘡、惡瘤開刀後刀口流水不止，不收口,制汙穴,董氏奇穴原理結構,
驚悸、心神不寧,郄門（配神門）,董氏奇穴原理結構,
感冒,三叉三穴、木穴,董氏奇穴原理結構,
感冒,髀關,董氏奇穴原理結構,
感冒,大白、木穴,董氏奇穴原理結構,
感冒,三稜針刺血,董氏奇穴原理結構,
感冒、頭痛、肩痛。五官科疾患。喉痛、耳鳴、心悸、目赤腫痛、蕁麻疹、腿痛、眼皮下垂、眼皮沉重、疲勞、提神、重症肌無力、益脾補腎,三叉三穴,董氏奇穴原理結構,
感冒及五官病,三叉三,董氏奇穴原理結構,
感冒發燒,大椎、三商,董氏奇穴原理結構,
感冒發燒的前兆,手掌成紫色且小指和無名指浮出青色紋路,董氏奇穴原理結構,
感冒發熱、肺炎,三間（大白，大腸經滎穴）刺血,董氏奇穴原理結構,
感冒喉痛,手太陰肺經的滎穴魚際,董氏奇穴原理結構,
感冒頭痛,三商；七星,董氏奇穴原理結構,
感冒引起的頭痛,大白穴與三叉三穴,董氏奇穴原理結構,
感冒流涕,木穴,董氏奇穴原理結構,
慢性支氣管炎,土水、水金、腎關,董氏奇穴原理結構,
慢性支氣管炎、支氣管哮喘等病,四花上（足三里）、四花外（豐隆）、脾俞、肺俞,董氏奇穴原理結構,
慢性肝炎,木鬥穴，木留穴,董氏奇穴原理結構,
慢性肝炎,四花上、脾俞、中脘、天樞、胃俞、天皇,董氏奇穴原理結構,
慢性腎炎,下三皇、通腎、通胃、中白、下白等,董氏奇穴原理結構,
慢性腰腿痛,三稜針刺血,董氏奇穴原理結構,
慢性腹瀉,陰陵泉配曲池,董氏奇穴原理結構,
慢性腹瀉兼腎虛,門金力,董氏奇穴原理結構,
慢性頭痛,門金穴,董氏奇穴原理結構,
扁桃體炎,穴名未提及,董氏奇穴原理結構,
扁桃體炎、咽喉炎,曲陵（尺澤）,董氏奇穴原理結構,
扁桃體炎、肺炎、咽喉炎,尺澤,董氏奇穴原理結構,
手五金、手千金治療坐骨神經痛、小腿發脹、腳痛、腳麻,兩穴同用，禁忌雙手同時取穴,董氏奇穴原理結構,
手掌攣縮不伸,"曲陵穴（尺澤穴貼筋）位於大筋旁, 貼筋針刺",董氏奇穴原理結構,
手掌攣縮不伸,尺澤穴（曲陵穴）,董氏奇穴原理結構,
手掌痛,曲澤、尺澤,董氏奇穴原理結構,
手掌皺裂、手皮膚病,木穴,董氏奇穴原理結構,
手痛腳痛、手麻腳麻、手足血管硬化,火鳳至火花穴,董氏奇穴原理結構,
手發麻、心跳、頭暈、腳痛、高血壓、頭腦脹、眼昏、眼皮發酸、頸項扭轉不靈,火菊穴,董氏奇穴原理結構,
"手腳痛, 尤其是膝痛",火主穴往後貼骨進針,董氏奇穴原理結構,
手腳麻,雙鳳穴,董氏奇穴原理結構,
手腕內側紅筋,婦科病，發炎,董氏奇穴原理結構,
手腕內側紅筋或青筋,婦科病，發炎、寒、血虛,董氏奇穴原理結構,
手腕內側青筋,婦科病，寒、血虛,董氏奇穴原理結構,
手腕疼痛,側三里、側下三里，後溪作牽引針,董氏奇穴原理結構,
手臂拘攣筋急，肘臂疼痛，手臂不能上舉,尺澤,董氏奇穴原理結構,
手連肩痛、手腳不利,合谷、太沖,董氏奇穴原理結構,
手陽明大腸經病候，齒痛、面癱及頭項疾患,列缺,董氏奇穴原理結構,
手魚肉紋多皺,,董氏奇穴原理結構,
